"Growing up in the cosmopolitan city of Chicago taught me to appreciate the value of education. From an early age I developed a love of science, nature, and mathematics. In highschool I was the president of my Ecology Club and started learning about environmental preservation. In highschool I became interested in geopolitical theory and world economics. I earned a Master's in Human Resources and Industrial Relations and started my career as a Corporate Trainer. I have worked for a variety of organizations teaching English and training employees to effectively utilize new software and implement new policies and procedures.",Throughout my over 15 years of teaching and I have grown comfortable teaching a variety of students from all over the globe. My first classes were through the park district in Chicago working with children ages 6 and up. I worked with children all throughout highschool and college. After receiving my Master’s Degree I started training employees at University of Illinois and then started teaching English as a Second Language at City Colleges of Chicago.,"All lessons are dynamic and customized to a student’s needs. Subject matter can be taken from current events, historical data, and traditional English grammar and vocabulary material. My teaching style is professional and light hearted. I like to challenge my students and ask interesting questions that pertain to their field of study. I also create a syllabus so that progress can be tracked and students can learn what areas require the most focus.",https://www.italki.com/teacher/6895483/english,5.0,182 LESSONS,49 STUDENTS,182,2,7,60,"[87, 87, 87, 87]","[8, 8, 8, 8]","[45, 45, 45, 45]"
"Hey guys! My name is Adam and I'm from a little country called Canada. I've been teaching English for about 9 years now. I love teaching because it's a job that allows me to live my values and meet all kinds of interesting people. When I'm not teaching, I'm usually playing music or napping!","I started teaching English as a kids teacher in China in 2011. From there, I worked at colleges, adult training centers, and online. Since 2014 have appeared on ""潘吉Jenny告诉你"", which iTunes has consistently ranked as one of the most popular podcasts.","The most effective learner is a relaxed learner. If a student keeps their guard up, they won't be able to get as much out of the lessons. With that in mind, I go to great lengths to ensure that the student remains relaxed. Whenever possible, I try to keep non-target language related corrections until the end of the class to ensure the relaxed flow continues.",https://www.italki.com/teacher/6197835/english,5.0,245 LESSONS,107 STUDENTS,246,0,47,121,"[276, 292, 128, 77]","[23, 30, 10, 0]","[37, 14, 2, 0]"
"Hi! 你好! Здравствуйте! 
Я опытный преподаватель английского языка. Я хотел бы помочь вам улучшить свой английский.我是英文老师.我会说中文。我想帮你进步你的英文。
I'm an experienced English teacher. I have taught daycare children, and students in elementary school, middle school, high school and University. I have also taught business people and retired professionals. I LOVE teaching English because I like to see my students improve and be able to communicate. 

I enjoy walking, traveling, doing yoga, listening to music, watching movies, cooking and baking.","I am patient, enjoy talking and am a good listener. I make sure you understand my explanations and try to boost your confidence. I know learning a language can be difficult, so I try to make my classes fun.","I stress the four aspects of learning a language: reading, writing, listening and speaking. 

I can tailor the class to how you'd like, so if you want to discuss a certain topic we can do that. I can also provide you with homework and quizzes. It's up to you.",https://www.italki.com/teacher/4810700/english,4.9,39 LESSONS,23 STUDENTS,39,0,0,23,"[285, 190, 171, 171]","[43, 69, 39, 39]","[8, 0, 0, 0]"
"Hi! My name is John. My favorite thing to do is travel! I'm a photographer and I use a Nikon camera, so I always document my trips with the best pictures I can take. I love to learn languages! I learned Spanish when I lived in Costa Rica, and I’ve tried to learn other languages like French, Italian, Portuguese, and even Russian! It's a hobby that's really fun to me. I play some guitar, and in my spare time I like to watch documentaries or try to cook new and interesting foods. I love learning about new cultures! I hope I can learn about yours.","I obtained my CELTA certification from Teaching House, New York. I'm also a trained and certified teacher in my state, New Jersey, in the USA. I've been teaching English for 5 years now. My first job was in Costa Rica. All of the classes were fun and engaging, I love to play games with my students. I currently give classes online to students from Brazil,  Korea, Mexico, China, Saudi Arabia, Russia, Italy, and many other countries. I'm experienced at teaching grammar and pronunciation and I specialize in American English. I want my students to speak like a native! My students will learn the material and put it to use, like a real situation.","I cover many different topics in my lessons! These include:
- General Phrases
- Sentence Structure
- Grammar Tenses
- Native Pronunciation
- Verb Forms
- Modals
- Useful Vocabulary
- Help with Prepositions
- Adjectives and Adverbs
- More and Most
- Much and Many
- Phrasal Verbs
- Useful Idioms and Proverbs
- Themed Conversations
- Interviews
- Role Play
- Reasoning and Debate
- American Culture
- Business English

I love to teach! I'm very conversational and I teach through that. I also use articles and English textbooks to help supplement learning.

Ask me about reading books in class! I offer many American books that are used in real classrooms that we can study.",https://www.italki.com/teacher/5138727/english,5.0,2119 LESSONS,180 STUDENTS,2119,88,121,107,"[82, 82, 82, 82]","[112, 112, 112, 112]","[16, 16, 16, 16]"
"My name is Weronika Wozniak and I live in New York City. It’s been my home for the past 5 years, but originally I’m from Poland. I was born in Poznań and grew up in both Konin and Wrocław.

I turned down my English degree to fly over the Atlantic and study at The Lee Strasberg Theatre and Film Institute. Since then, I've been working in the city as an actress and theatre maker. I finished a legal translator course and after the pandemic, I will finally get my long-awaited language certification.

I’ve been through the worst of breaking language and cultural barriers adjusting to life in the U.S. - I am here to help you thrive and be yourself in English or Polish no matter where you’re from!","We will be starting our classes casually to get to know each other better. I am generally laid-back, but I can push you to a maximum of your language efficiency, depending on what you want to achieve. My wide knowledge of Polish and English allows me do modify my classes and make sure you can learn how to survive and thrive in a language, not just know it.","During my sample lesson, I will evaluate your level of English or Polish and talk about your language goal. I don't like homework myself, so I always think of what I would want to do outside of class if I was the student taking a class. I’ve gained priceless experience studying, working, and living in the city. I can give you access to language through American and Polish arts & culture, and my New York experience.

If you’re looking for a tutor that can help you with your English homework, work on proper pronunciation, expand your vocabulary, or analyze a text in a way that YOU will understand, I'm your best choice. Plus, we can talk about all the crazy perks of being a New Yorker.",https://www.italki.com/teacher/7428251/english,5.0,38 LESSONS,25 STUDENTS,38,0,0,0,"[117, 108, 108, 108]","[10, 41, 57, 63]","[48, 26, 10, 4]"
"After many years working in corporate companies in England, I left my job and studied a master’s degree. I moved to Asia in 2014 and now live in the Philippines working as an English teacher and diving instructor. I love travel and experiencing other cultures as well as tasting different foods and keeping fit. I have visited many countries across the globe and dream of exploring more.","I'm from the South of England meaning I have a ‘standard’ British accent. I like to keep lessons informal, so you are more relaxed and confident speaking. Every lesson is based on my student’s individual needs. 

I am also proficient in business English and have a science master’s degree (MSc). I worked in HR (Human Resources) and am skilled in writing CV/résumés and cover letters. I can help you prepare for interviews and get work in other counties.

My mother was French and I have studied French myself, so I understand what it’s like to learn a language. If you can’t think of the English phrase, just speak to me in French as I understand well.","I offer two main types of class:

1. One-to-One personal tutoring and conversation practice
These lessons can be used to:
- Improve your English level - pronunciation, grammar, fluency, vocabulary
- Increase your fluidity and confidence speaking
- Prepare for English tests (e.g. IELTS, Cambridge, TOEIC, OET for nursing)
- Idioms, phrases, informal English and slang 

2. Business English and Business Services
These lessons can be used to:
- Improve you professional/business English
- Check your résumé, CV, LinkedIn, cover letter
- Prepare for interviews
- Proofreading and editing",https://www.italki.com/teacher/4739492/english,5.0,1376 LESSONS,234 STUDENTS,1377,58,48,46,"[271, 271, 271, 271]","[50, 50, 50, 50]","[8, 8, 8, 8]"
"I'm very much interested in travelling as well as learning the language of the country. Currently, I live in a small town in Mexico.","In Korea, I worked as a English tutor since as far as back -10 years ago.  And I've been teaching Korean for about a year now. 

 It is my hope that as a 1:1 Italki class, we can set our goals and have our classes personalized based on your specific needs as well as making sure that the class doesn't get boring.","I use a few resources online, such as google document, memrise flashcards, textbooks and a website. But also I'd like to recommend a few good Korean movies and books to help my students see the cultural side of Korean language too.

For beginners to intermediate, you will have textbooks and a bit of homework. I strongly recommend doing a bit of regular homework even if conversational Korean is your primary goal - as it really helps in long run!",https://www.italki.com/teacher/1531161/english,5.0,1466 LESSONS,234 STUDENTS,1466,23,58,72,"[48, 48, 48, 48]","[139, 139, 139, 139]","[23, 23, 23, 23]"
"Hello! My name is Katherine and I'm from Colorado in the US. I've lived and taught English in Shenzhen, China for two years, and I love to travel and learn languages! I have a bachelor's in linguistics and minored in Spanish, but also studied Italian and French at university. I'm passionate about reading, creative writing, and cooking. I love to learn new things and share cultures.","I'm TEFL and TKT certified, and have experience teaching students of all levels.  I understand the struggles that students face when learning a language. I'm patient and goal-oriented; I help students set and reach realistic goals and alter my lessons to your needs and interests. 
I'm interested in students' specific struggles; I find the differences between languages and expression in each language fascinating and I love helping students figure out the differences between their native language and English. I think that full immersion and patience are key to learning any language.","My classes are typically discussion-based, and I teach reading, writing, and speaking skills. Different students have different learning styles, and I'm happy to work with you to figure out how you learn best--whether that's repetition and flashcards, really structured grammar practice, or free-discussion type practice. I aim to make all my classes interesting, and to make sure you're getting exactly what you want out of class! 
Please note that at the moment, I only accept students over 10 years old.",https://www.italki.com/teacher/3524414/english,5.0,386 LESSONS,138 STUDENTS,386,16,44,70,"[48, 57, 31, 29]","[118, 123, 161, 159]","[30, 16, 4, 8]"
"Hello everyone! My name is Anthony, and I'm a native English speaker. I have been a language teacher for 4 years now and I have a TEFL certificate. I have taught people at various levels and ages.","My lessons are designed to cater to each individual student's needs. We can talk about various topics including politics, food, travel, sport, film, music, or just spontaneous conversation that goes off on a tangent.
I can assist you with your language skills in general, improve your pronunciation, and speak with confidence and fluency. I can assure you that the lessons will be fun. I enjoy helping students improve their grammar, vocabulary, and overall fluency. It is very rewarding to see the progress.","We can structure our sessions accordingly:
1. I would ask you which area of the language you would like to improve the most, grammar, vocabulary, pronunciation.  
2. Have general conversations about the topics that you are most interested in. 
3. We can develop a specific lesson structure at your request.
4. I can send to you news articles and YouTube videos, and later during the session we would discuss the content.",https://www.italki.com/teacher/2930399/english,4.9,4881 LESSONS,1119 STUDENTS,4881,105,86,80,"[134, 112, 112, 112]","[177, 215, 217, 223]","[25, 9, 7, 1]"
,,,https://www.italki.com/teacher/1195046/english,4.9,1621 LESSONS,270 STUDENTS,1621,17,42,67,"[200, 184, 184, 184]","[118, 152, 152, 152]","[18, 0, 0, 0]"
"COVID-19 DISCOUNT: ALL PRICES LOWERED BY 15% UNTIL JULY 7, 2020 IN ORDER TO SUPPORT STUDENTS.


Hi! My name is Nicolas Luna! I was born in New Mexico, USA but I grew up in a small town in Mexico (Cholula). My mother is a writer and a literary editor and my father is a quantum chaos physicist. When I was 19 we moved to Germany for a year and since then the travel bug has gotten me good! I have since lived in Hungary,  California, Seattle and Thailand as well as traveled quite a bit. I studied Cultural Anthropology at UCSC and later got my PGCE (teaching degree) from the University of Nottingham. However, another one of my passions drawing, so when I'm not teaching you can find me drawing!","I love helping others reach their goals, and I have worked with all different kinds of people and ages. I have been a teacher for more than 12 years now and I have worked in Mexico, USA and Thailand in various capacities: from teaching children art in English, to anthropology and poetry to high school aged International Baccalaureate students, to Art and Social Studies to IGCSE students in Thailand. I have also worked as Director of International Affairs for the Fine Arts Department of Rajamangala University in Chiang Mai, Thailand and have also been an English and Drawing instructor. Additionally, I have taught business English online for several years.","My twelve years experience teaching has developed me into an extremely dynamic teacher. I am able to teach in many different ways, from formal lessons to casual, individually tailored lessons.  When I teach adults, I prefer teaching one on one because I am able to tailor the lessons to that person's needs, however, when teaching children, I have plenty of lesson material and experience to draw on in order to make the lesson enjoyable and interesting.",https://www.italki.com/teacher/4815496/english,5.0,832 LESSONS,100 STUDENTS,834,58,108,122,"[238, 238, 238, 238]","[52, 52, 52, 52]","[46, 46, 46, 46]"
"I  am a retired university professor of English w/a Master's in Marketing.

My passion is Second Language Acquisition. I speak 5 languages proficiently, and can help you GET FAST RESULTS w/proven methods.

☆☆☆☆☆ YOUR EFFORT + MY EXPERIENCE & PROVEN METHODS = YOUR SUCCESS ☆☆☆☆☆

Packages are DISCOUNTED for those who attend 2-3 X per week.

ALL of my students have LONG-TERM goals and find me friendly & dedicated. My #1 concern is making a plan for each student to focus on & achieve success! :-)

I have worked for universities, small businesses & multinational enterprises - both American and International, as well as Non-Governmental Organizations - such as the World Bank.

 See you  soon! :-)","I am Certified in ACCENT MODIFICATION by Compton PESL and INTONATION by LDS & Associates, and help intermediate and advanced learners to excel at both oral & written communication using American English.

I have a Master of International Management with a specialization in Marketing, and a Master of Science in Education -TESOL, a Cambridge CELTA, and an Advanced Certificate in TESOL from the Canadian Institute.

☆☆☆☆ What sets me apart from other coaches is that I apply my experience developing proficiency in 5 European languages because of my 30 + years experience learning & teaching languages clients develop the confidence need ☆☆☆☆ I use proven methods to GET FASTER RESULTS for YOU! ☆☆☆☆","From the first day, the focus will be on YOU and YOUR GOALS. We'll make a plan to see that you reach them. Each lesson will provide lots of chances to practice all the new things you will learn. 

Most of my students are Intermediate and Advanced speakers of English. I fine tune and polish their oral & written communication to help them present themselves with standard American English. 

I provide lots of vocabulary, idioms, and role plays to give a high level of comfort with their self-expression.

☆☆☆☆☆ COMPLETE COURSE for TOEFL and IELTS  ☆☆☆☆☆

All of my students are highly motivated with long-term goals. They all attend class two or three times a week for best results.

☆☆☆☆☆",https://www.italki.com/teacher/3016082/english,4.9,6058 LESSONS,835 STUDENTS,6060,266,337,346,"[100, 104, 108, 109]","[38, 65, 72, 86]","[128, 97, 86, 71]"
"I am a native English speaker from the United States. I love traveling to different countries, experiencing different cultures, and learning languages myself. I have lots of hobbies including sports, art, music, cooking, and dancing.",I love teaching and I love getting to know my students and helping them improve their language skills. I am totally dedicated to you as a student and want to help you in every way I can to achieve your goals in the target language.,I like to move at your individual pace and help you with your individual needs. I incorporate your interests into the lesson so that the lessons are interesting to you personally. I also like to be as interactive as I can with lessons. I use a lot of discussion and conversation in my lessons. My goal is to get you talking as much as I can.,https://www.italki.com/teacher/4878922/english,4.9,235 LESSONS,97 STUDENTS,236,21,45,76,"[47, 34, 34, 34]","[136, 162, 162, 162]","[13, 0, 0, 0]"
"Greetings, students! I am a professional English teacher living in Los Angeles. I enjoy traveling and am a language learner myself. I specialize in English grammar, pronunciation, and Business English. I began my career over 20 years ago in the publishing and media industries. Currently, I teach young adults and adults at a leading private language school. I love what I do and look forward to hearing from you!","I have a Master's Degree in English Literature, a Bachelor's Degree in English, and a TESOL (Teaching English to Students of Other Languages) certificate. I teach a range of skills, including grammar, conversation, pronunciation, and Business English. I have worked with many international business executives who struggle with the translation of corporate materials to English. I can help you write emails and website content, prepare presentations, and even develop sales, marketing, and business plans.","I tailor lessons to meet your needs. After discussing your goals, we can work together to devise a plan. Most importantly, we will engage in fun conversations and discuss topics that you are most interested in exploring during practice.",https://www.italki.com/teacher/6960348/english,5.0,94 LESSONS,24 STUDENTS,94,0,0,53,"[84, 84, 84, 84]","[9, 9, 12, 12]","[5, 5, 2, 2]"
"Three years ago I left the United States to live in the Philippines. I am passionate about trying new things, my time here has allowed me to do that almost daily.  I love talking to new people and hearing about their experiences so working as an online teacher is a great fit for me. Recently, I have been enjoying the view in my new country by motorcycle.  I love animals and have kept some unusual pets.  Right now I have a couple of great dogs and one cat that does not love me back.  I have always been interested in other cultures and languages and have enjoyed learning about them for fun since I was a child. I have a level 5 TEFL certification and acquired it with a distinction.","Now that I am living in a new country, I really understand what it means to need to learn a language. I know what it's like to understand what you hear and then be unable to respond. I appreciate the fact that an intelligent person who has a great vocabulary in their own language may feel frustrated when they want to express themselves in their second language. I understand how it feels to be unable to show your true personality because you just cannot think of the right words. I want to help every single person who takes a lesson from me feel more comfortable really using what they know and I focus on helping them build on that. I understand what my students need because I am a student.","I want my students to succeed. I also want them to enjoy the process. For my conversational lessons, I find it’s best to talk about the students' interest. I like to save most of my corrections for the end of our lesson and then review them together. A student who is a beginner may need more vocabulary and grammar before they can get the most benefit from a conversational lesson. I will be able to make a suggestion about this after our first lesson together. If we decide that is what you need, I have a placement test that I will ask you to take. The test will help us see where you need the most help. Then you will get a customized lesson plan based on the results.",https://www.italki.com/teacher/4641355/english,5.0,2540 LESSONS,464 STUDENTS,2540,132,112,109,"[208, 208, 208, 208]","[100, 100, 100, 100]","[28, 28, 28, 28]"
"My name is Anming. I am a native English speaker from the US. I love languages! I'm from Washington state in the US, but I'm traveling the world this year and right now I'm in Vietnam. My pronunciation is standard American, and I can help you to sound more native, as well as improve your understanding of native speakers. 

Hobbies:
-Finding new music
-Weightlifting 
-Japanese anime
-Dreaming up business ideas
-Documentaries 
-History

Previous Jobs: 
-Business owner/Personal Trainer
-English Teacher
-Math Teacher 
-Special Education Teacher
-Cook 
-Server","I don't think a teacher can make you learn. Learning is something a student has to do. Don't depend on your teacher to teach you. Successful language learners actively engage in studying and bring their own questions to lessons. 

If we are having conversation-only lessons, any topic is okay, and you can ask me anything about US culture or my opinions about things. I am open-minded and I enjoy discussing controversial issues.","1. Conversational English Lessons. All topics are welcome. Article reading with discussion are also an option. This is an unstructured, spontaneous dialogue. 

2. Career Development & Business English. This course is to help improve vocabulary, pronunciation, and fluency within your career field. These lessons are customized for your needs. You should be ready to talk about your field, and tell me what you want to improve. 

3. Pronunciation/Accent Coaching. This course is an affordable and flexible way to improve pronunciation. We will train the mouth, jaw, and tongue to make the sounds of American English. I will also teach blending, linking, and reductions in native speech.",https://www.italki.com/teacher/6830820/english,5.0,89 LESSONS,48 STUDENTS,89,22,20,33,"[184, 176, 176, 176]","[21, 32, 32, 32]","[5, 2, 2, 2]"
